# out_png spp bounces  camx camy camz  tgtx tgty tgtz
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0087.png 8 2 3.1256 -1.6453 1.1517 4.1122 -1.6903 1.3088
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0087.png 1024 2 3.1256 -1.6453 1.1517 4.1122 -1.6903 1.3088
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0088.png 8 2 4.7891 -1.8977 0.9494 5.6614 -1.4532 1.1529
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0088.png 1024 2 4.7891 -1.8977 0.9494 5.6614 -1.4532 1.1529
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0089.png 8 2 2.8311 -3.2741 0.8768 3.7715 -2.9349 0.9019
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0089.png 1024 2 2.8311 -3.2741 0.8768 3.7715 -2.9349 0.9019
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0090.png 8 2 3.0356 -4.0121 0.8527 3.9955 -4.2594 0.7208
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0090.png 1024 2 3.0356 -4.0121 0.8527 3.9955 -4.2594 0.7208
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0091.png 8 2 3.2831 -3.3572 0.8900 4.2674 -3.2258 0.7723
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0091.png 1024 2 3.2831 -3.3572 0.8900 4.2674 -3.2258 0.7723
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0092.png 8 2 3.0819 -1.5820 0.6904 4.0639 -1.7697 0.7114
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0092.png 1024 2 3.0819 -1.5820 0.6904 4.0639 -1.7697 0.7114
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0093.png 8 2 3.1656 -1.4273 1.0282 4.1170 -1.2184 0.8020
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0093.png 1024 2 3.1656 -1.4273 1.0282 4.1170 -1.2184 0.8020
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0094.png 8 2 2.1423 -2.0405 0.8056 3.0947 -2.3424 0.7638
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0094.png 1024 2 2.1423 -2.0405 0.8056 3.0947 -2.3424 0.7638
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0095.png 8 2 1.1713 -2.9111 1.0294 2.0933 -2.5497 1.1680
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0095.png 1024 2 1.1713 -2.9111 1.0294 2.0933 -2.5497 1.1680
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0096.png 8 2 4.0753 -1.7357 0.7544 5.0238 -1.4778 0.9384
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0096.png 1024 2 4.0753 -1.7357 0.7544 5.0238 -1.4778 0.9384
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0097.png 8 2 1.0433 -0.6098 1.0710 2.0407 -0.5615 1.1250
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0097.png 1024 2 1.0433 -0.6098 1.0710 2.0407 -0.5615 1.1250
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0098.png 8 2 3.2303 -1.2297 0.8217 4.1078 -1.7014 0.7360
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0098.png 1024 2 3.2303 -1.2297 0.8217 4.1078 -1.7014 0.7360
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0099.png 8 2 1.7248 -0.8105 0.6050 2.7053 -0.8440 0.4113
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0099.png 1024 2 1.7248 -0.8105 0.6050 2.7053 -0.8440 0.4113
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0100.png 8 2 4.6583 -1.5086 0.7882 5.6256 -1.4432 0.5431
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0100.png 1024 2 4.6583 -1.5086 0.7882 5.6256 -1.4432 0.5431
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0101.png 8 2 4.1823 -0.5609 0.8424 5.0717 -1.0137 0.7791
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0101.png 1024 2 4.1823 -0.5609 0.8424 5.0717 -1.0137 0.7791
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0102.png 8 2 2.8793 -1.3022 1.0820 3.8627 -1.4274 1.2135
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0102.png 1024 2 2.8793 -1.3022 1.0820 3.8627 -1.4274 1.2135
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0103.png 8 2 3.0953 0.3087 0.5385 3.9711 -0.1735 0.5592
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0103.png 1024 2 3.0953 0.3087 0.5385 3.9711 -0.1735 0.5592
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0104.png 8 2 1.6562 0.2518 0.9931 2.6101 0.5412 1.0725
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0104.png 1024 2 1.6562 0.2518 0.9931 2.6101 0.5412 1.0725
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0105.png 8 2 4.9168 -2.3579 0.6325 5.7789 -2.8314 0.4515
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0105.png 1024 2 4.9168 -2.3579 0.6325 5.7789 -2.8314 0.4515
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0106.png 8 2 2.9720 -2.0469 0.9242 3.9235 -2.3364 1.0284
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0106.png 1024 2 2.9720 -2.0469 0.9242 3.9235 -2.3364 1.0284
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0107.png 8 2 4.0719 -0.1038 0.9588 5.0187 0.1477 0.7583
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0107.png 1024 2 4.0719 -0.1038 0.9588 5.0187 0.1477 0.7583
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0108.png 8 2 5.1231 -2.2212 0.5595 5.9980 -2.6954 0.4612
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0108.png 1024 2 5.1231 -2.2212 0.5595 5.9980 -2.6954 0.4612
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0109.png 8 2 4.7602 -2.2108 0.7903 5.7110 -1.9930 0.5701
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0109.png 1024 2 4.7602 -2.2108 0.7903 5.7110 -1.9930 0.5701
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0110.png 8 2 1.9215 -3.0088 0.5545 2.8649 -2.7320 0.7369
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0110.png 1024 2 1.9215 -3.0088 0.5545 2.8649 -2.7320 0.7369
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0111.png 8 2 4.2123 -0.7361 1.2601 5.1658 -0.4454 1.1802
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0111.png 1024 2 4.2123 -0.7361 1.2601 5.1658 -0.4454 1.1802
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0112.png 8 2 2.3891 -0.9928 0.8778 3.3588 -1.1556 1.0598
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0112.png 1024 2 2.3891 -0.9928 0.8778 3.3588 -1.1556 1.0598
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0113.png 8 2 4.7451 -0.5054 1.2416 5.7204 -0.3659 1.4129
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0113.png 1024 2 4.7451 -0.5054 1.2416 5.7204 -0.3659 1.4129
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0114.png 8 2 1.5000 -1.0736 1.0600 2.3771 -0.6086 0.9399
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0114.png 1024 2 1.5000 -1.0736 1.0600 2.3771 -0.6086 0.9399
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0115.png 8 2 1.1623 -2.2509 0.8598 2.1528 -2.3178 0.9805
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0115.png 1024 2 1.1623 -2.2509 0.8598 2.1528 -2.3178 0.9805
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0116.png 8 2 3.5252 -2.3094 1.1376 4.4149 -2.7206 1.3361
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0116.png 1024 2 3.5252 -2.3094 1.1376 4.4149 -2.7206 1.3361
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0117.png 8 2 2.5302 -1.6368 0.9613 3.4922 -1.7594 0.7170
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0117.png 1024 2 2.5302 -1.6368 0.9613 3.4922 -1.7594 0.7170
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0118.png 8 2 4.0085 0.1644 0.6427 4.9569 0.4702 0.5592
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0118.png 1024 2 4.0085 0.1644 0.6427 4.9569 0.4702 0.5592
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0119.png 8 2 2.4605 -3.8690 0.6940 3.3079 -4.3463 0.9265
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0119.png 1024 2 2.4605 -3.8690 0.6940 3.3079 -4.3463 0.9265
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0120.png 8 2 3.0850 -1.9811 0.8639 4.0439 -1.7154 0.9635
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0120.png 1024 2 3.0850 -1.9811 0.8639 4.0439 -1.7154 0.9635
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0121.png 8 2 1.5129 -1.6778 1.1073 2.4138 -2.0868 0.9621
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0121.png 1024 2 1.5129 -1.6778 1.1073 2.4138 -2.0868 0.9621
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0122.png 8 2 2.5268 -0.1481 0.9382 3.5263 -0.1761 0.9544
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0122.png 1024 2 2.5268 -0.1481 0.9382 3.5263 -0.1761 0.9544
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0123.png 8 2 3.0978 -2.8343 0.7376 4.0683 -2.6250 0.6180
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0123.png 1024 2 3.0978 -2.8343 0.7376 4.0683 -2.6250 0.6180
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0124.png 8 2 3.5814 -1.3388 0.6271 4.5029 -1.7266 0.6458
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0124.png 1024 2 3.5814 -1.3388 0.6271 4.5029 -1.7266 0.6458
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0125.png 8 2 3.8801 -0.0214 0.6461 4.8730 -0.0378 0.7634
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0125.png 1024 2 3.8801 -0.0214 0.6461 4.8730 -0.0378 0.7634
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0126.png 8 2 0.7127 -2.1473 0.6994 1.6147 -2.5483 0.5399
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0126.png 1024 2 0.7127 -2.1473 0.6994 1.6147 -2.5483 0.5399
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0127.png 8 2 3.3689 -1.2572 0.4843 4.3613 -1.2217 0.3664
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0127.png 1024 2 3.3689 -1.2572 0.4843 4.3613 -1.2217 0.3664
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0128.png 8 2 0.8249 -2.5723 1.0309 1.7321 -2.9467 1.2227
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0128.png 1024 2 0.8249 -2.5723 1.0309 1.7321 -2.9467 1.2227
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0129.png 8 2 3.9802 -2.6510 0.9322 4.9792 -2.6830 0.9011
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0129.png 1024 2 3.9802 -2.6510 0.9322 4.9792 -2.6830 0.9011
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0130.png 8 2 3.5621 -1.6247 1.2258 4.5476 -1.6477 1.3937
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0130.png 1024 2 3.5621 -1.6247 1.2258 4.5476 -1.6477 1.3937
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0131.png 8 2 4.0202 -1.3212 0.9766 4.8979 -1.7643 0.7939
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0131.png 1024 2 4.0202 -1.3212 0.9766 4.8979 -1.7643 0.7939
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0132.png 8 2 2.6580 -0.4435 1.2681 3.5705 -0.8288 1.4061
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0132.png 1024 2 2.6580 -0.4435 1.2681 3.5705 -0.8288 1.4061
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0133.png 8 2 3.5088 -3.2373 0.6535 4.5082 -3.2137 0.6276
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0133.png 1024 2 3.5088 -3.2373 0.6535 4.5082 -3.2137 0.6276
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0134.png 8 2 3.8314 -2.6229 1.2650 4.8087 -2.8249 1.3283
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0134.png 1024 2 3.8314 -2.6229 1.2650 4.8087 -2.8249 1.3283
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0135.png 8 2 3.0301 -3.2920 1.2311 3.9728 -3.5898 1.0803
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0135.png 1024 2 3.0301 -3.2920 1.2311 3.9728 -3.5898 1.0803
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0136.png 8 2 4.0353 -0.3934 0.6120 4.9075 -0.8094 0.3546
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0136.png 1024 2 4.0353 -0.3934 0.6120 4.9075 -0.8094 0.3546
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0137.png 8 2 2.1888 -2.3970 0.7060 3.1439 -2.6728 0.8142
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0137.png 1024 2 2.1888 -2.3970 0.7060 3.1439 -2.6728 0.8142
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0138.png 8 2 1.4403 -1.2703 1.0229 2.3331 -0.8457 1.1730
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0138.png 1024 2 1.4403 -1.2703 1.0229 2.3331 -0.8457 1.1730
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0139.png 8 2 2.2975 -3.0965 1.2199 3.2942 -3.1747 1.2433
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0139.png 1024 2 2.2975 -3.0965 1.2199 3.2942 -3.1747 1.2433
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0140.png 8 2 4.4833 -2.6520 1.1343 5.3705 -3.0793 0.9603
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0140.png 1024 2 4.4833 -2.6520 1.1343 5.3705 -3.0793 0.9603
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0141.png 8 2 3.1199 -2.5399 0.9284 4.0767 -2.7552 0.7329
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0141.png 1024 2 3.1199 -2.5399 0.9284 4.0767 -2.7552 0.7329
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0142.png 8 2 2.5902 -3.4074 1.2271 3.5902 -3.4069 1.2239
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0142.png 1024 2 2.5902 -3.4074 1.2271 3.5902 -3.4069 1.2239
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0143.png 8 2 3.3198 -1.7210 0.8186 4.2942 -1.9045 0.6883
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0143.png 1024 2 3.3198 -1.7210 0.8186 4.2942 -1.9045 0.6883
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0144.png 8 2 3.3468 -1.8250 1.1418 4.3160 -1.7485 1.3756
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0144.png 1024 2 3.3468 -1.8250 1.1418 4.3160 -1.7485 1.3756
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0145.png 8 2 1.9526 -3.9777 0.6886 2.8310 -4.4367 0.8224
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0145.png 1024 2 1.9526 -3.9777 0.6886 2.8310 -4.4367 0.8224
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0146.png 8 2 2.4427 -2.7290 1.2059 3.3866 -3.0561 1.2505
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0146.png 1024 2 2.4427 -2.7290 1.2059 3.3866 -3.0561 1.2505
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0147.png 8 2 1.5402 -1.6884 0.5460 2.5238 -1.8464 0.4588
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0147.png 1024 2 1.5402 -1.6884 0.5460 2.5238 -1.8464 0.4588
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0148.png 8 2 4.1744 -3.0768 0.7368 5.1479 -2.8766 0.6262
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0148.png 1024 2 4.1744 -3.0768 0.7368 5.1479 -2.8766 0.6262
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0149.png 8 2 4.0439 -3.9479 0.9131 5.0380 -3.9950 0.8161
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0149.png 1024 2 4.0439 -3.9479 0.9131 5.0380 -3.9950 0.8161
